starttime	seconds	ctime	dtime	ttime	wait
Thu Apr 28 20:15:45 2022	1651176945	2	36	38	24
Thu Apr 28 20:15:45 2022	1651176945	3	36	38	23
Thu Apr 28 20:15:45 2022	1651176945	3	36	38	24
Thu Apr 28 20:15:45 2022	1651176945	3	36	38	23
Thu Apr 28 20:15:45 2022	1651176945	3	36	38	23
Thu Apr 28 20:15:45 2022	1651176945	3	36	38	24
Thu Apr 28 20:15:45 2022	1651176945	3	36	38	23
Thu Apr 28 20:15:45 2022	1651176945	3	36	38	23
Thu Apr 28 20:15:45 2022	1651176945	3	36	38	23
Thu Apr 28 20:15:45 2022	1651176945	3	36	38	23
Thu Apr 28 20:15:45 2022	1651176945	3	36	38	23
Thu Apr 28 20:15:45 2022	1651176945	3	36	38	23
Thu Apr 28 20:15:45 2022	1651176945	3	36	39	23
Thu Apr 28 20:15:45 2022	1651176945	3	36	39	23
Thu Apr 28 20:15:45 2022	1651176945	3	36	39	23
Thu Apr 28 20:15:45 2022	1651176945	3	36	39	23
Thu Apr 28 20:15:45 2022	1651176945	3	35	39	22
Thu Apr 28 20:15:45 2022	1651176945	3	35	39	22
Thu Apr 28 20:15:45 2022	1651176945	3	35	39	22
Thu Apr 28 20:15:45 2022	1651176945	3	35	39	22
Thu Apr 28 20:15:45 2022	1651176945	3	35	39	22
Thu Apr 28 20:15:45 2022	1651176945	3	35	39	22
Thu Apr 28 20:15:45 2022	1651176945	3	35	39	22
Thu Apr 28 20:15:45 2022	1651176945	3	35	39	22
Thu Apr 28 20:15:45 2022	1651176945	3	35	39	19
Thu Apr 28 20:15:45 2022	1651176945	3	35	39	19
Thu Apr 28 20:15:45 2022	1651176945	3	35	39	19
Thu Apr 28 20:15:45 2022	1651176945	3	35	39	22
Thu Apr 28 20:15:45 2022	1651176945	4	35	39	19
Thu Apr 28 20:15:45 2022	1651176945	4	35	39	19
Thu Apr 28 20:15:45 2022	1651176945	3	35	39	22
Thu Apr 28 20:15:45 2022	1651176945	4	35	39	18
Thu Apr 28 20:15:45 2022	1651176945	4	35	39	19
Thu Apr 28 20:15:45 2022	1651176945	4	35	39	19
Thu Apr 28 20:15:45 2022	1651176945	4	35	39	19
Thu Apr 28 20:15:45 2022	1651176945	4	35	39	19
Thu Apr 28 20:15:45 2022	1651176945	4	35	39	19
Thu Apr 28 20:15:45 2022	1651176945	4	35	39	19
Thu Apr 28 20:15:45 2022	1651176945	3	35	39	22
Thu Apr 28 20:15:45 2022	1651176945	4	35	39	18
Thu Apr 28 20:15:45 2022	1651176945	4	35	39	18
Thu Apr 28 20:15:45 2022	1651176945	4	35	39	19
Thu Apr 28 20:15:45 2022	1651176945	4	35	39	19
Thu Apr 28 20:15:45 2022	1651176945	4	35	39	18
Thu Apr 28 20:15:45 2022	1651176945	4	35	39	18
Thu Apr 28 20:15:45 2022	1651176945	4	35	39	18
Thu Apr 28 20:15:45 2022	1651176945	4	35	39	18
Thu Apr 28 20:15:45 2022	1651176945	4	35	39	18
Thu Apr 28 20:15:45 2022	1651176945	4	35	39	18
Thu Apr 28 20:15:46 2022	1651176946	2	37	39	29
Thu Apr 28 20:15:46 2022	1651176946	2	37	39	29
Thu Apr 28 20:15:46 2022	1651176946	2	37	39	29
Thu Apr 28 20:15:46 2022	1651176946	7	32	39	29
Thu Apr 28 20:15:46 2022	1651176946	2	37	39	29
Thu Apr 28 20:15:46 2022	1651176946	2	37	39	29
Thu Apr 28 20:15:46 2022	1651176946	7	33	40	29
Thu Apr 28 20:15:46 2022	1651176946	2	38	40	29
Thu Apr 28 20:15:46 2022	1651176946	7	32	40	29
Thu Apr 28 20:15:46 2022	1651176946	2	37	40	29
Thu Apr 28 20:15:46 2022	1651176946	7	32	40	29
Thu Apr 28 20:15:46 2022	1651176946	7	32	40	29
Thu Apr 28 20:15:46 2022	1651176946	1	38	40	35
Thu Apr 28 20:15:46 2022	1651176946	7	33	40	29
Thu Apr 28 20:15:46 2022	1651176946	7	33	40	29
Thu Apr 28 20:15:46 2022	1651176946	7	33	40	29
Thu Apr 28 20:15:46 2022	1651176946	8	32	40	29
Thu Apr 28 20:15:46 2022	1651176946	2	38	40	29
Thu Apr 28 20:15:46 2022	1651176946	7	33	40	29
Thu Apr 28 20:15:46 2022	1651176946	7	33	40	29
Thu Apr 28 20:15:46 2022	1651176946	2	38	40	30
Thu Apr 28 20:15:46 2022	1651176946	7	32	40	29
Thu Apr 28 20:15:46 2022	1651176946	2	38	40	29
Thu Apr 28 20:15:46 2022	1651176946	1	39	40	35
Thu Apr 28 20:15:46 2022	1651176946	7	32	40	29
Thu Apr 28 20:15:46 2022	1651176946	7	33	40	29
Thu Apr 28 20:15:46 2022	1651176946	8	32	40	28
Thu Apr 28 20:15:46 2022	1651176946	1	38	40	35
Thu Apr 28 20:15:46 2022	1651176946	1	39	40	35
Thu Apr 28 20:15:46 2022	1651176946	2	38	40	30
Thu Apr 28 20:15:46 2022	1651176946	2	38	40	30
Thu Apr 28 20:15:46 2022	1651176946	2	38	40	30
Thu Apr 28 20:15:46 2022	1651176946	7	33	40	32
Thu Apr 28 20:15:46 2022	1651176946	7	33	40	32
Thu Apr 28 20:15:46 2022	1651176946	8	32	40	29
Thu Apr 28 20:15:46 2022	1651176946	7	33	40	32
Thu Apr 28 20:15:46 2022	1651176946	7	33	40	32
Thu Apr 28 20:15:46 2022	1651176946	7	33	40	32
Thu Apr 28 20:15:46 2022	1651176946	7	33	40	32
Thu Apr 28 20:15:46 2022	1651176946	2	38	40	30
Thu Apr 28 20:15:46 2022	1651176946	7	33	40	32
Thu Apr 28 20:15:46 2022	1651176946	7	33	40	32
Thu Apr 28 20:15:46 2022	1651176946	8	32	40	29
Thu Apr 28 20:15:46 2022	1651176946	8	32	40	28
Thu Apr 28 20:15:46 2022	1651176946	8	32	40	29
Thu Apr 28 20:15:46 2022	1651176946	7	33	40	29
Thu Apr 28 20:15:46 2022	1651176946	7	33	40	32
Thu Apr 28 20:15:46 2022	1651176946	7	33	40	32
Thu Apr 28 20:15:46 2022	1651176946	7	33	40	32
Thu Apr 28 20:15:46 2022	1651176946	7	33	40	32
Thu Apr 28 20:15:46 2022	1651176946	7	33	40	32
Thu Apr 28 20:15:46 2022	1651176946	7	33	40	32
Thu Apr 28 20:15:46 2022	1651176946	7	33	40	32
Thu Apr 28 20:15:46 2022	1651176946	7	33	40	32
Thu Apr 28 20:15:46 2022	1651176946	7	33	40	32
Thu Apr 28 20:15:46 2022	1651176946	7	33	40	32
Thu Apr 28 20:15:46 2022	1651176946	7	33	40	32
Thu Apr 28 20:15:46 2022	1651176946	7	33	40	32
Thu Apr 28 20:15:46 2022	1651176946	7	33	40	32
Thu Apr 28 20:15:46 2022	1651176946	7	33	40	32
Thu Apr 28 20:15:46 2022	1651176946	7	33	40	32
Thu Apr 28 20:15:46 2022	1651176946	7	33	40	32
Thu Apr 28 20:15:46 2022	1651176946	7	33	40	32
Thu Apr 28 20:15:46 2022	1651176946	1	39	40	30
Thu Apr 28 20:15:46 2022	1651176946	7	33	40	32
Thu Apr 28 20:15:45 2022	1651176945	8	32	40	30
Thu Apr 28 20:15:46 2022	1651176946	2	39	40	30
Thu Apr 28 20:15:46 2022	1651176946	7	33	40	32
Thu Apr 28 20:15:45 2022	1651176945	8	32	40	30
Thu Apr 28 20:15:45 2022	1651176945	8	32	40	30
Thu Apr 28 20:15:46 2022	1651176946	7	33	40	32
Thu Apr 28 20:15:45 2022	1651176945	8	32	40	30
Thu Apr 28 20:15:45 2022	1651176945	8	32	40	30
Thu Apr 28 20:15:45 2022	1651176945	8	32	40	30
Thu Apr 28 20:15:46 2022	1651176946	7	33	40	32
Thu Apr 28 20:15:45 2022	1651176945	8	32	40	30
Thu Apr 28 20:15:45 2022	1651176945	9	32	40	30
Thu Apr 28 20:15:46 2022	1651176946	8	33	40	32
Thu Apr 28 20:15:45 2022	1651176945	9	32	40	30
Thu Apr 28 20:15:45 2022	1651176945	9	32	40	30
Thu Apr 28 20:15:46 2022	1651176946	8	33	40	32
Thu Apr 28 20:15:46 2022	1651176946	8	33	40	32
Thu Apr 28 20:15:46 2022	1651176946	8	33	40	32
Thu Apr 28 20:15:45 2022	1651176945	9	32	40	30
Thu Apr 28 20:15:46 2022	1651176946	8	33	40	32
Thu Apr 28 20:15:46 2022	1651176946	8	33	40	32
Thu Apr 28 20:15:45 2022	1651176945	9	32	40	30
Thu Apr 28 20:15:46 2022	1651176946	8	33	40	32
Thu Apr 28 20:15:46 2022	1651176946	8	32	40	26
Thu Apr 28 20:15:46 2022	1651176946	8	33	40	32
